,sample,plate,batch,well,row,col,replicate,region,sort,cm.from.mouth,Paired DNA,prior_cell_type,n_counts,n_genes_by_counts,total_counts,total_counts_mt,pct_counts_mt,total_counts_ribo,pct_counts_ribo,_scvi_batch,_scvi_labels,leiden,S_score,G2M_score,phase,esophageal_diff_score,basal_epithelial_score,cd8_score,cd4_score,cd8_cd4_score,leiden2,leiden3,cell_type,Cell Type,dpt_pseudotime,Diffusion Pseudotime,% MT,% ribo
cu02_p3r3K12,cu02,p3,cu02_p3,K12,K,12,3,2,EPCAM+,34.0,True,,303155.0,8308,303155.0,16475.0,5.434514,25474.0,8.402963,0,0,6,0.37337463685220346,0.5594230246075154,G2M,0.5908425256276832,1.0844121441245078,-0.09042081706225873,-0.11339806129535039,0.022977244233091665,6,6,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.4321771,0.4321771,5.434514,8.402963
cu03_p2r2E7,cu03,p2,cu03_p2,E7,E,7,2,A,EPCAM+,30.0,True,,402941.0,7750,402941.0,26878.0,6.6704555,38820.0,9.634165,0,0,9,-0.10170765717315028,-0.22224513336870266,G1,0.5185770931861855,1.6467029311507941,-0.10183613687753677,-0.09222811964650948,-0.009608017231027291,9,9,Basal Epithelial,Basal Epithelial,0.0707993,0.0707993,6.6704555,9.634165
cu03_p3r1A11,cu03,p3,cu03_p3,A11,A,11,1,B,EPCAM+,27.0,True,,394010.0,7256,394010.0,19424.0,4.9298244,35490.0,9.007385,0,0,3,-0.20737735430696652,-0.21861709936542417,G1,0.9581461036555908,0.5684190513193608,-0.05840608328580856,-0.07817694182197253,0.01977085853616397,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.9751763,0.9751763,4.9298244,9.007385
cu02_p2r1A19,cu02,p2,cu02_p2,A19,A,19,1,1,EPCAM+,37.0,True,Suprabasal Epithelial,448156.0,6080,448156.0,60156.0,13.423005,45938.0,10.250448,0,0,10,-0.14001750087335374,-0.1712396902564381,G1,1.1588803864296746,0.6026532005369664,-0.04952115386724472,-0.05241757159431775,0.002896417727073032,10,10,Suprabasal Epithelial,Suprabasal Epithelial,0.741531,0.741531,13.423005,10.250448
cu03_p2r3K9,cu03,p2,cu03_p2,K9,K,9,3,A,EPCAM+,30.0,True,,927493.0,6316,927493.0,38502.0,4.1511903,75989.0,8.192946,0,0,1,-0.1839170944440909,0.41617942947298187,G2M,0.6491406993752016,0.7093192447163166,-0.04164667380973697,-0.07091358869026104,0.029266914880524075,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.57967395,0.57967395,4.1511903,8.192946
cu01_p1r3K10,cu01,p1,cu01_p1,K10,K,10,3,B,EPCAM+,25.0,True,Basal Epithelial,1347697.0,7048,1347697.0,191942.0,14.242222,189228.0,14.040841,0,0,9,-0.17847749572688631,-0.21518225273933608,G1,0.25846429144700656,0.8718227588944136,-0.0636677326541394,-0.09030444741249084,0.026636714758351443,9,9,Basal Epithelial,Basal Epithelial,0.08498442,0.08498442,14.242222,14.040841
cu03_p2r2E2,cu03,p2,cu03_p2,E2,E,2,2,A,EPCAM+,30.0,True,,524728.0,9150,524728.0,31117.0,5.93012,50769.0,9.675299,0,0,6,0.20644046379392045,0.6578396443228984,G2M,0.7033503799600637,1.2137074398845433,-0.0507900183647871,0.009864026171465715,-0.06065404453625282,6,6,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.5081172,0.5081172,5.93012,9.675299
cu03_p2r3J9,cu03,p2,cu03_p2,J9,J,9,3,A,EPCAM+,30.0,True,,443898.0,6876,443898.0,23797.0,5.360916,29238.0,6.5866485,0,0,0,-0.19252213666724383,-0.03472203158729986,G1,0.9044387193427367,0.3779281550869346,-0.05936615202575922,-0.012456952395538491,-0.04690919963022073,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.5995416,0.5995416,5.360916,6.5866485
cu01_p2r1A7,cu01,p2,cu01_p2,A7,A,7,1,C,EPCAM+,31.0,True,Terminally Differentiated Epithelial,245523.0,2130,245523.0,12227.0,4.9799814,27233.0,11.091833,0,0,2,-0.13717071545316897,0.11145972124566988,G2M,0.6161271646846744,0.3118484463393688,-0.001996089704334736,-0.0031237265467643736,0.0011276368424296378,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.5656576,0.5656576,4.9799814,11.091833
cu02_p1r1A22,cu02,p1,cu02_p1,A22,A,22,1,3,CD45+,24.0,True,Suprabasal Epithelial,988845.0,3646,988845.0,72952.0,7.377496,164838.0,16.669752,0,0,2,-0.11857053092567349,-0.06165871033662479,G1,0.9505104436843711,0.7267578535974025,-0.05806926688179374,-0.051145488706727825,-0.006923778175065912,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.56259924,0.56259924,7.377496,16.669752
cu02_p1r3L12,cu02,p1,cu02_p1,L12,L,12,3,3,EPCAM+,24.0,True,Suprabasal Epithelial,788872.0,7671,788872.0,64915.0,8.228838,78518.0,9.953199,0,0,3,-0.25515235586214524,-0.228841239562166,G1,1.3777788672721123,0.17448974372074005,-0.06491872435435653,-0.06409561006973187,-0.000823114284624657,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.9429447,0.9429447,8.228838,9.953199
cu01_p2r3L1,cu01,p2,cu01_p2,L1,L,1,3,B,EPCAM+,25.0,True,Suprabasal Epithelial,1191783.0,6587,1191783.0,69017.0,5.791071,190393.0,15.975475,0,0,10,-0.16653302120380944,-0.2558317091779727,G1,0.9141020921946448,0.42205814111232753,-0.02995903115719557,-0.05337175199141105,0.023412720834215483,10,10,Suprabasal Epithelial,Suprabasal Epithelial,0.8158384,0.8158384,5.791071,15.975475
cu03_p3r2H18,cu03,p3,cu03_p3,H18,H,18,2,B,EPCAM+,27.0,True,,526962.0,5162,526962.0,41162.0,7.8111897,41338.0,7.8445883,0,0,1,-0.16400830483959092,0.422061267456009,G2M,0.784829451515394,0.9410321161001921,-0.08254192218184471,-0.08683994638423125,0.004298024202386536,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.57706416,0.57706416,7.8111897,7.8445883
cu03_p3r3I24,cu03,p3,cu03_p3,I24,I,24,3,B,CD45+,27.0,True,,673595.0,7206,673595.0,44070.0,6.5425067,75766.0,11.248005,0,0,1,-0.14139807950022024,-0.0034421933056904552,G1,1.051516976414358,0.8531120499074459,-0.1051894841901958,0.8981545433588326,-1.0033440275490284,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.56655926,0.56655926,6.5425067,11.248005
cu01_p1r1C5,cu01,p1,cu01_p1,C5,C,5,1,B,EPCAM+,25.0,True,Suprabasal Epithelial,1918812.0,8664,1918812.0,119620.0,6.234066,289511.0,15.088034,0,0,3,-0.19069333189137586,-0.19862118612681928,G1,1.0194772393448168,0.4267542262803763,-0.05077469668816775,-0.052337784335638085,0.001563087647470332,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.91486907,0.91486907,6.234066,15.088034
cu02_p3r3I11,cu02,p3,cu02_p3,I11,I,11,3,2,EPCAM+,34.0,True,,442606.0,8646,442606.0,21083.0,4.7633786,40734.0,9.203219,0,0,3,-0.2160389013083405,-0.2259376428338218,G1,0.9937893314703422,0.5462987258136272,-0.04939546216279268,-0.08066798724234105,0.03127252507954836,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.9133355,0.9133355,4.7633786,9.203219
cu03_p2r4O15,cu03,p2,cu03_p2,O15,O,15,4,A,EPCAM+,30.0,True,,1096679.0,5714,1096679.0,53801.0,4.905811,126406.0,11.526253,0,0,1,-0.13170554917551852,0.6745075831672043,G2M,0.5047634388642276,0.6782007873132825,-0.08468312257900834,-0.09001156697670619,0.0053284443976978485,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.48178363,0.48178363,4.905811,11.526253
cu03_p4r2E24,cu03,p4,cu03_p4,E24,E,24,2,C,CD45+,20.0,True,,685320.0,2454,685320.0,29395.0,4.289237,44919.0,6.554456,0,0,7,-0.1639008602927619,-0.1084054616384802,G1,-0.17261320582492384,-0.1265306053310633,-0.04696821093559265,1.1418661155862113,-1.188834326521804,7,t0,CD4+ T Cell,CD4+ T Cell,,,4.289237,6.554456
cu02_p1r4O14,cu02,p1,cu02_p1,O14,O,14,4,3,EPCAM+,24.0,True,Proliferative Basal Epithelial,1115859.0,6402,1115859.0,61399.0,5.5023975,140369.0,12.579457,0,0,1,0.06649601643868547,0.47643959085497967,G2M,0.7788519034915988,0.6111243119388818,-0.07229395960457623,-0.06887409299612045,-0.0034198666084557794,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.6294688,0.6294688,5.5023975,12.579457
cu03_p3r1B10,cu03,p3,cu03_p3,B10,B,10,1,B,EPCAM+,27.0,True,,928721.0,6232,928721.0,15787.0,1.6998646,98203.0,10.574005,0,0,2,-0.18551977009822926,-0.19362456867392022,G1,0.6061485058700337,0.8334144508317114,-0.04695881355553865,-0.06440926885853211,0.01745045530299346,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.52820975,0.52820975,1.6998646,10.574005
cu02_p3r4M18,cu02,p3,cu02_p3,M18,M,18,4,2,EPCAM+,34.0,True,,259843.0,6631,259843.0,27714.0,10.665671,13689.0,5.2681813,0,0,3,-0.27382018247194456,-0.21874448453245052,G1,1.0715512936290574,0.5545755945444107,-0.09241374623030424,-0.11755101752777894,0.0251372712974747,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.9052794,0.9052794,10.665671,5.2681813
cu03_p2r1B21,cu03,p2,cu03_p2,B21,B,21,1,A,EPCAM+,30.0,True,,653829.0,8561,653829.0,25849.0,3.9534802,53801.0,8.228603,0,0,1,0.04222290317501848,0.8490858615630634,G2M,0.7298049354097421,0.6115029661655426,-0.05952286172658205,-0.06454987647632758,0.005027014749745533,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.5229909,0.5229909,3.9534802,8.228603
cu02_p2r3J19,cu02,p2,cu02_p2,J19,J,19,3,1,EPCAM+,37.0,True,Suprabasal Epithelial,454866.0,7195,454866.0,41813.0,9.192377,76095.0,16.729103,0,0,0,-0.18027779215377687,-0.24380026656141565,G1,1.0529904195859152,0.7142888764590024,-0.04742463618516922,-0.06039611987769604,0.01297148369252682,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.6798097,0.6798097,9.192377,16.729103
cu01_p2r4N22,cu01,p2,cu01_p2,N22,N,22,4,D,CD45+,34.0,True,CD4+ T Cell,1311403.0,5817,1311403.0,44235.0,3.373105,145187.0,11.07112,0,0,7,0.33962269802121575,-0.06615293657603533,S,-0.4786318925921531,-0.4013955937325954,-0.15936380583792925,0.102999086851875,-0.2623628926898043,7,t1,CD8+ T Cell,CD8+ T Cell,,,3.373105,11.07112
cu03_p3r2F22,cu03,p3,cu03_p3,F22,F,22,2,B,CD45+,27.0,True,,564886.0,1589,564886.0,10031.0,1.7757565,69568.0,12.315405,0,0,7,-0.023283700530427248,-0.062348902800534914,G1,0.27003618148451336,0.40752157767862074,-0.04790983831509948,1.2280561352645358,-1.2759659735796354,7,t0,CD4+ T Cell,CD4+ T Cell,,,1.7757565,12.315405
eso29_p2B12,eso29,p2,eso29_p2,B12,B,12,-1,1,EPCAM+,32.5,True,CD4+ T Cell,455309.0,4460,455309.0,55669.0,12.226642,123524.0,27.129707,0,0,9,-0.19225537703124485,-0.1352222843068795,G1,0.16471444456629897,0.8075841596126557,-0.03367722338065505,-0.09758566738416752,0.06390844400351248,9,9,Basal Epithelial,Basal Epithelial,0.1998719,0.1998719,12.226642,27.129707
cu02_p2r3I21,cu02,p2,cu02_p2,I21,I,21,3,1,EPCAM+,37.0,True,Basal Epithelial,858423.0,9952,858423.0,83400.0,9.71549,128459.0,14.964535,0,0,9,0.17775701846877323,-0.004980916805964519,S,0.48367284720697823,0.909409573018551,-0.06263383448123933,-0.11001318299522002,0.04737934851398069,9,9,Basal Epithelial,Basal Epithelial,0.23918891,0.23918891,9.71549,14.964535
cu03_p2r1B3,cu03,p2,cu03_p2,B3,B,3,1,A,EPCAM+,30.0,True,,1414022.0,6386,1414022.0,82851.0,5.8592443,137981.0,9.758052,0,0,4,-0.06392029353279954,0.03926990758694815,G2M,0.8486216239396702,1.3327889876607806,-0.12032402369193733,-0.10246608459390699,-0.017857939098030337,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.38364238,0.38364238,5.8592443,9.758052
cu02_p2r1C23,cu02,p2,cu02_p2,C23,C,23,1,1,CD45+,37.0,True,CD8+ T Cell,434835.0,3768,434835.0,15998.0,3.6790967,46964.0,10.800418,0,0,7,-0.09863078980953838,-0.13024244336974242,G1,-0.2782777106691809,-0.15719476650655267,-0.09062939066439867,0.16375439296166103,-0.2543837836260597,7,t1,CD8+ T Cell,CD8+ T Cell,,,3.6790967,10.800418
cu03_p1r4N14,cu03,p1,cu03_p1,N14,N,14,4,D,EPCAM+,17.0,True,,1698686.0,6495,1698686.0,104760.0,6.16712,180301.0,10.614145,0,0,3,-0.20481610422036006,-0.19342003335471386,G1,1.3739694037722314,0.5076015834100545,-0.024641779670491814,-0.02805679760252436,0.0034150179320325477,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.9311801,0.9311801,6.16712,10.614145
cu01_p2r2G3,cu01,p2,cu01_p2,G3,G,3,2,B,EPCAM+,25.0,True,Terminally Differentiated Epithelial,530083.0,4851,530083.0,69666.0,13.142469,118502.0,22.355368,0,0,5,-0.23153344658325434,-0.17626324499020823,G1,0.43122190647440795,1.3545779598504304,-0.050108991637825964,-0.05933037134508292,0.009221379707256956,5,5,Basal Epithelial,Basal Epithelial,0.0998785,0.0998785,13.142469,22.355368
cu03_p3r3K21,cu03,p3,cu03_p3,K21,K,21,3,B,EPCAM+,27.0,True,,454847.0,2338,454847.0,70255.0,15.445854,32613.0,7.1701035,0,0,2,-0.13235192268019075,-0.08911422332672014,G1,0.9580999965246986,0.6303170606642962,-0.008846843615174294,-0.037239677235484124,0.02839283362030983,2,2,Suprabasal Epithelial,Suprabasal Epithelial,0.47384802,0.47384802,15.445854,7.1701035
cu01_p2r4O9,cu01,p2,cu01_p2,O9,O,9,4,C,EPCAM+,31.0,True,Suprabasal Epithelial,1574309.0,7219,1574309.0,110388.0,7.0118384,291509.0,18.516632,0,0,3,-0.22527140087820885,-0.2039334876894577,G1,0.8891945655657087,0.5595033707860857,-0.08022036836482585,-0.06335268631577491,-0.01686768204905094,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.8931473,0.8931473,7.0118384,18.516632
cu03_p2r1B23,cu03,p2,cu03_p2,B23,B,23,1,A,CD45+,30.0,True,,651525.0,3249,651525.0,14350.0,2.202525,48588.0,7.4575806,0,0,7,-0.11088732040505692,-0.13188244937375382,G1,-0.4598615577540853,-0.155049685690552,-0.03516460478305817,2.1534161418676376,-2.188580746650696,7,t0,CD4+ T Cell,CD4+ T Cell,,,2.202525,7.4575806
cu02_p2r1D23,cu02,p2,cu02_p2,D23,D,23,1,1,CD45+,37.0,True,CD8+ T Cell,351448.0,2895,351448.0,14270.0,4.0603447,13747.0,3.9115317,0,0,7,-0.2443885133892644,-0.05657699844700151,G1,-0.26472967518866064,-0.13999924273788927,-0.19396332008764147,0.4002318902437886,-0.5941952103314301,7,t1,CD8+ T Cell,CD8+ T Cell,,,4.0603447,3.9115317
cu03_p3r2H1,cu03,p3,cu03_p3,H1,H,1,2,B,EPCAM+,27.0,True,,912445.0,7422,912445.0,28206.0,3.0912547,98329.0,10.77643,0,0,6,0.6934925815493496,0.2965176916095316,S,0.46900865568067207,0.5802539780437947,-0.06350028128363192,-0.07416485698893666,0.01066457570530474,6,6,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.5435513,0.5435513,3.0912547,10.77643
cu02_p3r1D9,cu02,p3,cu02_p3,D9,D,9,1,4,EPCAM+,21.0,True,,342565.0,7248,342565.0,26124.0,7.625998,29604.0,8.641864,0,0,0,-0.09343691047121455,-0.1546354502360183,G1,0.8988491780578214,0.5712260785773396,-0.04772590052336454,-0.062474673129618165,0.014748772606253624,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.60591334,0.60591334,7.625998,8.641864
cu02_p3r1D17,cu02,p3,cu02_p3,D17,D,17,1,4,EPCAM+,21.0,True,,211304.0,6522,211304.0,14915.0,7.0585504,18850.0,8.920796,0,0,8,-0.23995092989039543,-0.22963026565612182,G1,0.21605461549057686,1.0239658063948154,-0.08590741939842701,-0.08873959655563037,0.0028321771572033527,8,8,Basal Epithelial,Basal Epithelial,0.17573054,0.17573054,7.0585504,8.920796
cu01_p1r3L5,cu01,p1,cu01_p1,L5,L,5,3,,EPCAM+,,False,Terminally Differentiated Epithelial,2503972.0,4393,2503972.0,30.0,0.0011980964,109414.0,4.3696175,0,0,11,-0.16591879440531793,-0.10506421279073899,G1,1.9619246399610795,-0.02031164204142985,-0.031614775825291874,-0.024402027452985444,-0.00721274837230643,11,11,Terminally Differentiated Epithelial,Terminally Differentiated Epithelial,0.96025836,0.96025836,0.0011980964,4.3696175
cu02_p1r3K20,cu02,p1,cu02_p1,K20,K,20,3,3,EPCAM+,24.0,True,Proliferative Basal Epithelial,790318.0,6720,790318.0,60561.0,7.6628647,141775.0,17.938982,0,0,4,0.292144243182743,-0.12193425395078239,S,0.37764507071389,0.8393817033059896,-0.06192413138225675,-0.05508715522785981,-0.006836976154396934,4,4,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.40404433,0.40404433,7.6628647,17.938982
cu02_p2r2E13,cu02,p2,cu02_p2,E13,E,13,2,1,EPCAM+,37.0,True,Suprabasal Epithelial,579635.0,8262,579635.0,57718.0,9.957645,53112.0,9.163008,0,0,0,-0.23432795677396032,-0.20922815633789318,G1,0.9903220136481172,0.6009881030172111,-0.07283093724399806,-0.08334948683778445,0.010518549593786397,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.7738707,0.7738707,9.957645,9.163008
cu01_p1r3K17,cu01,p1,cu01_p1,K17,K,17,3,B,EPCAM+,25.0,True,Suprabasal Epithelial,1461037.0,8777,1461037.0,77595.0,5.3109536,169033.0,11.569386,0,0,3,-0.2976131792491424,-0.2311331409091708,G1,0.853523877694655,0.6520074367858468,-0.06815288904588669,-0.06403229851586123,-0.004120590530025461,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.8735419,0.8735419,5.3109536,11.569386
cu01_p2r4M4,cu01,p2,cu01_p2,M4,M,4,4,B,EPCAM+,25.0,True,Basal Epithelial,1450719.0,7095,1450719.0,170140.0,11.727978,287800.0,19.838438,0,0,9,-0.1553755214833161,-0.2162274045212153,G1,0.421796878869481,1.233208241030574,-0.06599086333066224,-0.05144944317638874,-0.014541420154273503,9,9,Basal Epithelial,Basal Epithelial,0.10777425,0.10777425,11.727978,19.838438
cu02_p3r3L6,cu02,p3,cu02_p3,L6,L,6,3,2,EPCAM+,34.0,True,,269669.0,8178,269669.0,11228.0,4.163623,25001.0,9.270995,0,0,6,0.6634751244582446,0.20290916919027668,S,0.512484717803843,0.5390608618110417,-0.08590149458497763,-0.09061897831658522,0.0047174837316075885,6,6,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.5537636,0.5537636,4.163623,9.270995
cu02_p1r4O9,cu02,p1,cu02_p1,O9,O,9,4,3,EPCAM+,24.0,True,Suprabasal Epithelial,805198.0,6508,805198.0,60902.0,7.5636053,92072.0,11.434703,0,0,0,0.1345124438655002,-0.10678979319617518,S,0.790945053669898,0.5334363449960946,-0.06032009160146117,-0.07413691104700168,0.013816819445540508,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.6089036,0.6089036,7.5636053,11.434703
cu03_p3r4N13,cu03,p3,cu03_p3,N13,N,13,4,B,EPCAM+,27.0,True,,937638.0,5989,937638.0,42052.0,4.4848866,64246.0,6.851898,0,0,3,-0.21980170053161474,-0.18155749642627905,G1,1.4605055575002641,0.2632857148163021,-0.042099353345111015,-0.05506109936162829,0.012961746016517277,3,3,Suprabasal Epithelial,Suprabasal Epithelial,0.9943692,0.9943692,4.4848866,6.851898
cu02_p3r4O2,cu02,p3,cu02_p3,O2,O,2,4,2,EPCAM+,34.0,True,,711310.0,6282,711310.0,72532.0,10.19696,115302.0,16.20981,0,0,5,-0.1021750113642699,-0.18149165195415495,G1,0.8126211580853253,1.3233252858668565,-0.03798635793849826,-0.09314263111601273,0.055156273177514474,5,5,Basal Epithelial,Basal Epithelial,0.11127483,0.11127483,10.19696,16.20981
cu02_p2r3K17,cu02,p2,cu02_p2,K17,K,17,3,1,EPCAM+,37.0,True,Basal Epithelial,474775.0,8235,474775.0,33411.0,7.0372286,84813.0,17.86383,0,0,9,0.3659640932546902,-0.18255122529296716,S,0.21941284662879557,1.3589838169515132,-0.12230705175548792,-0.08112545722474654,-0.04118159453074138,9,9,Basal Epithelial,Basal Epithelial,0.11321246,0.11321246,7.0372286,17.86383
cu02_p2r4M15,cu02,p2,cu02_p2,M15,M,15,4,1,EPCAM+,37.0,True,Proliferative Basal Epithelial,867678.0,6820,867678.0,102344.0,11.795158,93757.0,10.805507,0,0,1,-0.1617043634880216,0.1627618070269019,G2M,0.6794234458729624,0.5072709221579135,-0.041108036199584606,-0.055205970723181966,0.01409793452359736,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.63514704,0.63514704,11.795158,10.805507
cu02_p3r4M15,cu02,p3,cu02_p3,M15,M,15,4,2,EPCAM+,34.0,True,,590386.0,8831,590386.0,30595.0,5.182203,55545.0,9.408251,0,0,0,0.017638481933157535,-0.22127973352262117,S,0.7704323713928461,0.35309970562160015,0.045845626555383205,-0.0808694215863943,0.1267150481417775,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.80096805,0.80096805,5.182203,9.408251
cu02_p1r3L9,cu02,p1,cu02_p1,L9,L,9,3,3,EPCAM+,24.0,True,Suprabasal Epithelial,773905.0,6982,773905.0,49724.0,6.4250784,101301.0,13.089591,0,0,0,-0.20932682856586782,-0.23034256809310488,G1,0.8056536339826006,0.3861004191488028,-0.08526693425141275,-0.09091670958946149,0.0056497753380487375,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.6822105,0.6822105,6.4250784,13.089591
cu02_p3r2H6,cu02,p3,cu02_p3,H6,H,6,2,,EPCAM+,,False,,470930.0,3218,470930.0,0.0,0.0,7292.0,1.5484254,0,0,11,-0.14424156073305147,-0.11377325034470062,G1,1.697644333728096,-0.17869775460660456,-0.0662013652920723,-0.0804551018277804,0.014253736535708106,11,11,Terminally Differentiated Epithelial,Terminally Differentiated Epithelial,0.9689701,0.9689701,0.0,1.5484254
cu01_p2r4O1,cu01,p2,cu01_p2,O1,O,1,4,B,EPCAM+,25.0,True,Basal Epithelial,1783132.0,7166,1783132.0,135460.0,7.5967455,362158.0,20.310219,0,0,5,-0.19646408919526798,-0.19780789406210245,G1,0.2970265441317769,0.8979494860842825,-0.06037710580974817,-0.07103992429872354,0.010662818488975365,5,5,Basal Epithelial,Basal Epithelial,0.03795406,0.03795406,7.5967455,20.310219
cu02_p2r2E2,cu02,p2,cu02_p2,E2,E,2,2,1,EPCAM+,37.0,True,Proliferative Basal Epithelial,620340.0,7064,620340.0,79571.0,12.826999,48412.0,7.8041077,0,0,1,-0.12188513329247086,0.5124003106842053,G2M,0.8383189777306773,0.6508281261473894,-0.08576309585943818,-0.090867081284523,0.00510398542508482,1,1,Proliferative Basal Epithelial,Proliferative Basal Epithelial,0.6416369,0.6416369,12.826999,7.8041077
cu01_p2r4O5,cu01,p2,cu01_p2,O5,O,5,4,B,EPCAM+,25.0,True,Suprabasal Epithelial,1609157.0,7178,1609157.0,97348.0,6.0496273,273221.0,16.97914,0,0,0,-0.19961937777905991,-0.22116007537204918,G1,0.8021386890608597,0.6013474094644189,-0.021739772344008087,-0.039924676474183796,0.01818490413017571,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.7473631,0.7473631,6.0496273,16.97914
cu03_p3r3J4,cu03,p3,cu03_p3,J4,J,4,3,B,EPCAM+,27.0,True,,830367.0,5181,830367.0,42186.0,5.0804043,71728.0,8.638108,0,0,0,-0.2543024983516782,-0.18732438310801697,G1,0.8148188785064746,0.7838469798788428,-0.07943860681727528,-0.06864590017745892,-0.010792706639816366,0,0,Suprabasal Epithelial,Suprabasal Epithelial,0.7228553,0.7228553,5.0804043,8.638108
cu03_p1r3L11,cu03,p1,cu03_p1,L11,L,11,3,D,EPCAM+,17.0,True,,786168.0,6054,786168.0,123133.0,15.662429,79647.0,10.131041,0,0,10,-0.23495419377638896,-0.1957156330201222,G1,0.9754944792644066,0.8503225976824761,-0.08158230144530534,-0.05466952266792456,-0.026912778777380783,10,10,Suprabasal Epithelial,Suprabasal Epithelial,0.886012,0.886012,15.662429,10.131041
